title,price,mileage,registration_year,previous_owners,fuel_type,body_type,engine,gearbox,doors,seats,emission_class,service_history
toyota yaris,2390,35000,2005,2,petrol,hatchback,1.3,manual,5,5,4,unknown
volkswagen polo,3790,16300,2006,2,petrol,hatchback,1.2,manual,3,5,4,unknown
nissan almera,1395,114987,2004,3,petrol,hatchback,1.8,automatic,5,5,3,unknown
lexus is 250,8899,118000,2015,1,petrol,saloon,2.5,automatic,4,5,5,unknown
fiat 500,2595,48000,2010,4,petrol,hatchback,1.2,manual,3,4,5,unknown
volkswagen passat,2449,125000,2009,3,petrol,saloon,1.4,manual,4,5,4,unknown
bmw 3 series,1289,138000,2004,3,diesel,saloon,2.0,automatic,4,5,4,unknown
seat ibiza,2799,99061,2011,3,petrol,hatchback,1.2,manual,3,5,5,unknown
honda civic,9198,78691,2018,3,diesel,hatchback,1.6,manual,5,5,6,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
vauxhall corsa,2050,88000,2009,3,petrol,hatchback,1.2,manual,5,5,4,unknown
chevrolet cruze,2950,144000,2013,4,petrol,estate,1.8,automatic,5,5,5,unknown
bmw 5 series,4950,90000,2012,3,diesel,saloon,2.0,manual,4,5,5,unknown
bmw 3 series,2495,139000,2006,3,petrol,saloon,2.0,manual,4,5,4,unknown
mercedes-benz c class,4449,94500,2011,3,diesel,saloon,2.1,automatic,4,5,5,unknown
hyundai veloster,3999,117000,2012,3,petrol,hatchback,1.6,manual,4,4,5,unknown
audi a3,3480,117000,2009,3,petrol,hatchback,1.6,manual,5,5,4,unknown
mercedes-benz c class,1889,127000,2007,3,diesel,saloon,2.1,automatic,4,5,4,unknown
ford fusion,1995,62359,2006,2,petrol,hatchback,1.4,manual,5,5,4,unknown
renault grand scenic,1490,128600,2010,2,diesel,mpv,1.5,manual,5,7,5,unknown
peugeot 207,1299,87000,2008,5,diesel,hatchback,1.6,manual,5,5,4,unknown
bmw 3 series,19800,69690,2019,1,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
vauxhall vectra,2495,93366,2008,6,petrol,hatchback,2.8,automatic,5,5,4,unknown
audi a3,2975,88000,2008,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall astra,2495,99000,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
honda jazz,2499,100000,2010,3,petrol,hatchback,1.2,manual,5,5,4,unknown
volkswagen polo,1995,87500,2007,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,2399,53000,2008,3,petrol,hatchback,1.4,manual,3,5,4,unknown
peugeot 207,1995,70000,2009,3,petrol,hatchback,1.4,manual,3,5,5,unknown
bmw 7 series,7500,87000,2012,3,diesel,saloon,3.0,automatic,4,5,5,unknown
peugeot 208,4795,47000,2015,3,petrol,hatchback,1.0,manual,3,5,5,full
suzuki grand vitara,2599,107575,2011,1,petrol,suv,1.6,manual,3,5,5,full
volkswagen polo,2495,149000,2010,1,diesel,hatchback,1.2,manual,5,5,5,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
vauxhall corsa,10698,22782,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
alfa romeo mito,1750,130000,2010,4,petrol,hatchback,1.4,manual,3,4,4,unknown
mercedes-benz c class,5250,121700,2013,5,petrol,coupe,1.6,automatic,2,4,5,full
mercedes-benz c class,4995,100000,2011,3,petrol,saloon,1.8,automatic,4,5,5,unknown
peugeot 2008,7099,83000,2016,2,petrol,suv,1.2,manual,5,5,6,unknown
ford fiesta,1799,93796,2009,8,petrol,hatchback,1.4,manual,3,5,4,unknown
volkswagen polo,2870,125392,2010,1,petrol,hatchback,1.2,manual,3,5,5,unknown
peugeot 107,2050,83376,2010,3,petrol,hatchback,1.0,manual,5,4,4,unknown
toyota corolla,1750,90000,2004,3,petrol,estate,1.6,manual,5,5,4,unknown
renault scenic,1999,125000,2012,2,petrol,mpv,1.6,manual,5,5,5,unknown
citroen c4,1950,100000,2007,4,petrol,hatchback,1.6,automatic,5,5,4,unknown
vauxhall corsa,1950,93000,2012,4,petrol,hatchback,1.2,manual,3,5,5,unknown
vauxhall corsa,10698,22782,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
vauxhall corsa,10698,22782,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
bmw 3 series,2275,103383,2008,5,petrol,coupe,2.0,manual,2,4,4,unknown
volvo v50,1595,148642,2012,2,diesel,estate,1.6,manual,5,5,4,unknown
vauxhall corsa,2450,109714,2012,5,petrol,hatchback,1.2,manual,5,5,5,unknown
mitsubishi colt,1949,70000,2012,2,petrol,hatchback,1.1,manual,3,5,5,unknown
volkswagen passat,4200,90000,2011,3,diesel,saloon,2.0,automatic,4,5,5,unknown
audi a6 saloon,1499,131724,2006,3,petrol,saloon,2.0,manual,4,5,4,unknown
bmw 3 series,4199,92000,2011,3,petrol,coupe,2.0,automatic,2,4,5,unknown
audi a3,2910,118500,2011,3,petrol,hatchback,1.2,manual,3,5,5,unknown
hyundai ix35,4280,105000,2012,3,petrol,suv,1.6,manual,5,5,5,unknown
ford focus,798,140599,2008,3,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall corsa,10698,22782,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
bmw 3 series,19800,69690,2019,1,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
peugeot 207,2390,78000,2010,3,petrol,hatchback,1.4,manual,3,5,5,unknown
peugeot 207,2175,84000,2010,3,petrol,hatchback,1.4,manual,5,5,5,full
fiat 500,4750,80000,2015,3,petrol,hatchback,1.2,manual,3,4,6,unknown
bmw 5 series,4450,100000,2005,3,petrol,saloon,2.5,automatic,4,5,4,unknown
bmw 3 series,2900,104499,2007,5,petrol,saloon,2.0,automatic,4,5,4,unknown
vauxhall corsa,4500,74010,2015,2,petrol,hatchback,1.4,manual,3,5,6,unknown
mercedes-benz c class,4000,114401,2013,4,diesel,coupe,2.1,automatic,2,4,5,unknown
vauxhall astra,2995,98000,2012,3,petrol,hatchback,1.6,manual,5,5,5,unknown
mercedes-benz a class,16997,60000,2019,3,diesel,hatchback,1.5,automatic,5,5,6,full
ford focus,1789,93000,2010,3,petrol,hatchback,1.6,manual,3,5,4,unknown
ford focus,798,140599,2008,3,petrol,hatchback,1.6,manual,5,5,4,unknown
bmw 3 series,19800,69690,2019,1,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
skoda fabia,6900,70189,2016,3,diesel,hatchback,1.4,manual,5,5,6,unknown
seat ibiza,4895,66000,2012,2,petrol,hatchback,1.4,manual,5,5,5,unknown
ford fiesta,975,97505,2003,4,petrol,hatchback,1.3,manual,5,4,4,unknown
hyundai ix20,4495,100000,2012,4,petrol,hatchback,1.6,automatic,5,5,5,unknown
bmw 3 series,1499,99999,2005,2,petrol,saloon,2.0,manual,4,5,4,unknown
fiat doblo,2495,99000,2009,2,petrol,estate,1.4,manual,5,2,4,unknown
ford fiesta,3985,95601,2015,3,petrol,hatchback,1.3,manual,3,5,6,unknown
mercedes-benz clk,2500,149000,2006,2,diesel,coupe,3.0,automatic,2,4,4,unknown
volkswagen golf,4599,70000,2009,2,petrol,hatchback,1.4,manual,5,5,5,unknown
ford fiesta,1189,135000,2004,3,petrol,hatchback,1.4,manual,5,5,4,unknown
vauxhall insignia,2950,79000,2011,4,petrol,hatchback,1.8,manual,5,5,5,unknown
skoda fabia,6900,70189,2016,3,diesel,hatchback,1.4,manual,5,5,6,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
bmw 3 series,2500,138910,2003,9,petrol,convertible,2.5,manual,2,4,3,unknown
citroen c3,2495,55000,2005,3,petrol,hatchback,1.6,automatic,5,5,4,unknown
ford mustang,5000,99350,2005,1,petrol,coupe,5.0,automatic,2,4,6,unknown
honda jazz,2495,118000,2012,3,petrol,hatchback,1.4,manual,5,5,5,unknown
skoda octavia,2490,56000,2003,3,petrol,hatchback,1.8,automatic,5,5,4,unknown
peugeot 208,3650,78000,2012,2,petrol,hatchback,1.4,manual,5,5,5,full
nissan qashqai,2495,132000,2009,5,petrol,hatchback,1.6,manual,5,5,4,unknown
chevrolet cruze,2495,98000,2010,3,petrol,saloon,1.6,automatic,4,5,5,unknown
bmw 3 series,3950,98000,2009,4,petrol,saloon,2.0,manual,4,5,5,unknown
bmw 3 series,2700,105713,2005,6,petrol,convertible,2.0,manual,2,4,3,unknown
ford focus,2950,105000,2011,3,petrol,hatchback,1.6,manual,5,5,5,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
bmw 1 series,7500,73000,2012,3,petrol,hatchback,1.6,manual,5,5,5,unknown
vauxhall astra,1595,93610,2001,2,petrol,hatchback,1.6,automatic,5,5,4,unknown
mercedes-benz c class,3999,128000,2009,3,petrol,saloon,1.6,automatic,4,5,4,unknown
dacia sandero,5499,32000,2016,1,petrol,hatchback,1.2,manual,5,5,6,unknown
daihatsu terios,1495,110000,2007,3,petrol,suv,1.5,manual,5,5,4,unknown
alfa romeo giulietta,3495,104000,2011,4,petrol,hatchback,1.4,manual,5,5,5,unknown
nissan qashqai,2495,113000,2009,3,petrol,hatchback,1.6,manual,5,5,4,unknown
ford focus,3690,84000,2011,5,petrol,hatchback,1.6,manual,5,5,5,unknown
vauxhall astra,1495,109000,2008,3,petrol,hatchback,1.6,manual,5,5,4,unknown
mini hatch,2495,69400,2009,2,petrol,hatchback,1.4,manual,3,4,4,unknown
seat ibiza,2799,99061,2011,3,petrol,hatchback,1.2,manual,3,5,5,unknown
bmw 3 series,19800,69690,2019,1,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
mercedes-benz clk,2995,115000,2006,3,petrol,convertible,1.8,automatic,2,4,4,unknown
vauxhall corsa,4999,54600,2015,3,petrol,hatchback,1.2,manual,5,5,6,unknown
toyota yaris,1850,73424,2004,2,petrol,hatchback,1.0,manual,5,5,4,unknown
audi a3,3295,109000,2010,3,petrol,hatchback,1.4,manual,3,5,5,unknown
hyundai i30,4000,44591,2010,2,diesel,hatchback,1.6,automatic,5,5,4,unknown
nissan note,1993,94200,2009,3,petrol,hatchback,1.4,manual,5,5,5,unknown
peugeot 308,2795,100000,2011,5,petrol,hatchback,1.6,manual,5,5,5,full
vauxhall corsa,4195,79000,2011,5,petrol,hatchback,1.4,automatic,5,5,5,unknown
bmw 3 series,2495,94350,2007,4,petrol,saloon,2.0,manual,4,5,4,unknown
mini hatch,2495,63000,2005,2,petrol,hatchback,1.6,manual,3,4,3,unknown
peugeot 207,1299,87000,2008,5,diesel,hatchback,1.6,manual,5,5,4,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
vauxhall corsa,10698,22782,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
fiat punto,2995,80000,2012,3,petrol,hatchback,1.4,manual,3,5,5,full
vauxhall astra,2150,72000,2008,3,petrol,hatchback,1.4,manual,5,5,4,full
saab 9-3,1995,108000,2007,2,petrol,saloon,1.8,automatic,4,5,4,full
fiat punto,3495,49796,2012,3,petrol,hatchback,1.2,manual,5,5,5,unknown
citroen c3 picasso,2090,86255,2010,3,diesel,mpv,1.6,manual,5,5,5,full
volvo s40,1995,113000,2007,2,petrol,saloon,1.6,manual,4,5,4,unknown
bmw 5 series,1500,162085,2007,3,diesel,saloon,3.0,automatic,4,5,4,unknown
vauxhall astra,4495,65550,2013,2,petrol,hatchback,1.4,manual,5,5,5,full
volkswagen scirocco,2920,130422,2009,4,petrol,hatchback,1.4,manual,3,4,4,unknown
chevrolet matiz,2490,44584,2008,5,petrol,hatchback,0.8,automatic,5,5,4,unknown
seat ibiza,2799,99061,2011,3,petrol,hatchback,1.2,manual,3,5,5,unknown
vauxhall corsa,10698,22782,2020,3,petrol,hatchback,1.2,manual,5,5,6,unknown
kia sportage,10198,50028,2016,3,petrol,suv,1.6,manual,5,5,6,unknown
bmw 3 series,2490,107800,2006,5,petrol,saloon,2.0,automatic,4,5,4,unknown
bmw 3 series,3500,100000,2007,3,petrol,saloon,2.0,automatic,4,5,4,unknown
jeep compass,2000,66814,2009,6,petrol,suv,2.4,manual,5,5,4,unknown
mercedes-benz c class,4950,112000,2008,3,petrol,saloon,3.5,automatic,4,5,4,full
bmw 1 series,6450,89518,2012,3,petrol,hatchback,1.6,automatic,5,5,5,unknown
toyota yaris,4990,96755,2014,3,petrol,hatchback,1.3,manual,5,5,5,unknown
bmw 3 series,2255,165000,2006,5,petrol,saloon,2.5,manual,4,5,4,unknown
mini hatch,2250,111000,2010,3,petrol,hatchback,1.6,manual,3,4,5,unknown
bmw 1 series,2890,109000,2007,2,petrol,hatchback,2.0,automatic,5,5,4,full
ford focus,1850,97000,2003,2,petrol,hatchback,1.6,automatic,5,5,3,unknown
volkswagen polo,3495,127000,2015,3,petrol,hatchback,1.0,manual,3,5,6,unknown
kia sportage,10198,50028,2016,3,petrol,suv,1.6,manual,5,5,6,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
vauxhall tigra,1490,85556,2006,3,petrol,convertible,1.4,manual,2,2,4,full
jaguar xe,9990,105000,2016,1,diesel,saloon,2.0,automatic,4,5,6,unknown
audi a4,5495,65694,2009,2,diesel,saloon,2.7,automatic,4,5,4,full
peugeot 208,4750,67653,2013,3,petrol,hatchback,1.2,manual,5,5,5,unknown
mercedes-benz b class,2494,87000,2007,3,petrol,mpv,1.5,manual,5,5,4,unknown
vauxhall corsa,1995,96000,2008,3,petrol,hatchback,1.2,manual,5,5,4,unknown
peugeot 2008,6050,61000,2014,3,petrol,suv,1.2,manual,5,5,5,full
ford fiesta,3250,85000,2009,3,petrol,hatchback,1.3,manual,5,5,4,full
bmw 3 series,4440,90000,2006,4,petrol,saloon,2.5,automatic,4,5,4,unknown
volkswagen touran,1950,85000,2004,3,petrol,mpv,1.6,manual,5,5,3,unknown
vauxhall insignia,2950,79000,2011,4,petrol,hatchback,1.8,manual,5,5,5,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
ford focus,8975,86500,2017,3,diesel,hatchback,1.5,manual,5,5,6,unknown
toyota yaris,2000,64000,2007,3,petrol,hatchback,1.3,manual,5,5,4,unknown
chrysler sebring,1999,88000,2007,5,petrol,saloon,2.4,automatic,4,5,4,unknown
nissan x-trail,2495,101232,2001,3,petrol,suv,2.0,automatic,5,5,3,unknown
peugeot 108,4495,71000,2015,3,petrol,hatchback,1.2,manual,3,4,5,full
vauxhall vectra,1799,69200,2007,4,petrol,hatchback,1.8,manual,5,5,4,unknown
vauxhall corsa,3999,42000,2013,3,petrol,hatchback,1.2,manual,5,5,5,unknown
vauxhall corsa,3480,65279,2007,3,petrol,hatchback,1.4,automatic,5,5,4,unknown
skoda fabia,1949,45000,2010,3,petrol,hatchback,1.2,manual,5,5,4,unknown
honda civic,2390,80000,2003,4,petrol,hatchback,1.6,automatic,5,5,3,unknown
mini hatch,1990,83000,2007,7,petrol,hatchback,1.6,manual,3,4,4,unknown
ford focus,2950,105000,2011,3,petrol,hatchback,1.6,manual,5,5,5,unknown
ford focus,8975,86500,2017,3,diesel,hatchback,1.5,manual,5,5,6,unknown
honda civic,9198,78691,2018,3,diesel,hatchback,1.6,manual,5,5,6,unknown
bmw 1 series,5000,135600,2015,3,diesel,hatchback,1.5,manual,5,5,6,unknown
peugeot 308,4399,99000,2014,3,diesel,hatchback,1.6,manual,5,5,5,unknown
vauxhall astra,2500,71000,2008,3,petrol,hatchback,1.8,automatic,5,5,4,unknown
peugeot 207 sw,3290,43000,2011,1,diesel,estate,1.6,manual,5,5,5,unknown
bmw x3,5449,100000,2013,3,diesel,suv,2.0,manual,5,5,6,unknown
mini hatch,3250,52000,2009,5,petrol,hatchback,1.6,manual,3,4,5,unknown
vauxhall corsa,2500,94500,2011,5,petrol,hatchback,1.4,manual,5,5,5,full
alfa romeo 159,2250,132000,2008,2,petrol,saloon,1.8,manual,4,5,4,unknown
vauxhall astra,2477,74000,2010,3,petrol,convertible,1.8,manual,2,4,5,full
renault clio,5498,58000,2014,4,petrol,hatchback,1.2,manual,5,5,5,unknown
ford focus,2950,105000,2011,3,petrol,hatchback,1.6,manual,5,5,5,unknown
honda civic,9198,78691,2018,3,diesel,hatchback,1.6,manual,5,5,6,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
renault scenic,4695,90000,2015,2,petrol,mpv,1.2,manual,5,5,5,full
ford focus,1695,100000,2007,3,petrol,hatchback,1.6,manual,5,5,4,unknown
kia ceed,3299,124000,2015,2,diesel,hatchback,1.6,manual,5,5,5,unknown
jaguar x-type,1599,92000,2003,6,petrol,saloon,2.5,automatic,4,5,4,unknown
suzuki jimny,2490,103200,2006,4,petrol,convertible,1.3,manual,3,4,4,unknown
vauxhall corsa,5999,63000,2017,3,petrol,hatchback,1.4,manual,3,5,6,unknown
volkswagen golf,7990,58776,2015,3,petrol,hatchback,1.2,manual,3,5,5,full
volvo c30,3841,75349,2009,2,petrol,coupe,1.6,manual,2,4,4,unknown
mini hatch,5495,96229,2016,2,diesel,hatchback,1.5,manual,3,4,6,unknown
vauxhall insignia,2950,79000,2011,4,petrol,hatchback,1.8,manual,5,5,5,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
peugeot 308,9149,55301,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
kia ceed,5995,103000,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
saab 9-3,3395,125000,2008,3,petrol,estate,2.0,manual,5,5,4,full
renault clio,1500,92415,2006,1,petrol,hatchback,1.4,manual,3,5,4,unknown
peugeot 2008,5890,67550,2016,2,petrol,suv,1.2,manual,5,5,6,unknown
fiat grande punto,2289,47500,2008,3,petrol,hatchback,1.4,manual,5,4,4,unknown
honda jazz,2390,62000,2006,2,petrol,hatchback,1.4,manual,5,5,4,unknown
honda jazz,1895,77627,2007,5,petrol,hatchback,1.4,manual,5,5,4,unknown
vauxhall astra,1995,93000,2009,3,petrol,hatchback,1.6,manual,5,5,4,full
suzuki grand vitara,5995,84000,2008,3,petrol,suv,2.0,automatic,5,5,4,unknown
toyota verso,3000,184000,2010,1,petrol,mpv,1.8,automatic,5,7,4,unknown
ford focus,2950,105000,2011,3,petrol,hatchback,1.6,manual,5,5,5,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
bmw 3 series,4995,70000,2008,3,petrol,convertible,3.0,automatic,2,4,4,unknown
peugeot 107,1950,73200,2013,3,petrol,hatchback,1.0,manual,3,4,5,unknown
audi a3,7495,45000,2013,2,petrol,hatchback,1.4,manual,5,5,5,unknown
mercedes-benz e class,1950,143000,2003,3,diesel,saloon,2.7,automatic,4,5,3,unknown
renault grand scenic,1789,100000,2005,3,petrol,mpv,1.6,manual,5,7,3,unknown
volvo v50,3499,107288,2010,2,diesel,estate,2.0,automatic,5,5,5,full
peugeot 308,1890,99000,2010,5,petrol,hatchback,1.4,manual,5,5,4,unknown
mazda mazda2,7999,58000,2015,2,petrol,hatchback,1.5,manual,5,5,6,unknown
peugeot 206,4050,44283,2004,1,petrol,hatchback,2.0,manual,3,5,3,unknown
bmw 3 series,3989,75890,2004,5,petrol,convertible,2.0,automatic,2,4,3,unknown
peugeot 207,1299,87000,2008,5,diesel,hatchback,1.6,manual,5,5,4,unknown
mini hatch,10000,46923,2017,3,petrol,hatchback,1.5,manual,3,4,6,unknown
bmw 3 series,19800,69690,2019,1,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
ford mondeo,1990,73839,2008,2,diesel,hatchback,1.8,manual,5,5,4,unknown
toyota auris,6295,88000,2014,3,petrol,hatchback,1.6,manual,5,5,5,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
chevrolet captiva,2495,93000,2008,3,petrol,suv,2.4,manual,5,5,4,unknown
audi a3,1680,134000,2004,3,diesel,hatchback,2.0,manual,3,5,4,unknown
ford fusion,2749,56000,2011,3,petrol,hatchback,1.4,manual,5,5,5,unknown
toyota rav4,2789,97000,2006,3,diesel,suv,2.2,manual,5,5,4,unknown
ford ka,2995,28000,2009,3,petrol,hatchback,1.2,manual,3,4,4,unknown
volkswagen passat,3990,95810,2011,3,diesel,saloon,1.6,manual,4,5,5,unknown
seat ibiza,3499,92000,2014,3,petrol,hatchback,1.4,manual,3,5,5,unknown
hyundai i30,1750,130000,2010,4,petrol,hatchback,1.4,manual,5,5,4,unknown
bmw 3 series,19800,69690,2019,1,petrol plug-in hybrid,saloon,2.0,automatic,4,5,6,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
vauxhall astra,5000,60000,2015,1,petrol,hatchback,1.4,manual,5,5,5,full
renault grand scenic,2495,87000,2009,2,petrol,mpv,1.6,manual,5,7,5,unknown
honda fr-v,2195,138000,2009,3,petrol,mpv,1.8,manual,5,6,4,unknown
mazda mazda3,4495,100000,2013,2,petrol,hatchback,1.6,automatic,5,5,5,unknown
toyota yaris,1450,95232,2003,2,petrol,hatchback,1.0,manual,3,5,4,unknown
mercedes-benz e class,4450,89600,2011,2,diesel,saloon,2.1,automatic,4,5,5,unknown
bmw 1 series,1800,145000,2004,5,diesel,hatchback,2.0,manual,5,5,4,unknown
nissan micra,2000,85000,2007,6,petrol,hatchback,1.4,automatic,5,5,4,unknown
saab 9-3,2950,87424,2008,3,petrol,saloon,1.8,automatic,4,5,4,unknown
mercedes-benz cls,3995,84000,2005,4,petrol,saloon,5.0,automatic,4,4,4,full
volkswagen polo,2495,149000,2010,1,diesel,hatchback,1.2,manual,5,5,5,unknown
skoda fabia,6900,70189,2016,3,diesel,hatchback,1.4,manual,5,5,6,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
bmw 3 series,5495,88291,2008,3,petrol,coupe,2.0,automatic,2,4,5,unknown
mini hatch,6249,64800,2008,3,petrol,hatchback,1.6,automatic,3,4,4,unknown
bmw 3 series,6000,112400,2008,3,petrol,coupe,2.0,manual,2,4,4,unknown
nissan x-trail,2500,138000,2009,3,diesel,suv,2.0,manual,5,5,4,unknown
toyota aygo,3250,110658,2010,5,petrol,hatchback,1.0,automatic,5,4,4,unknown
vauxhall insignia,4495,61000,2014,5,petrol,hatchback,1.8,manual,5,5,5,unknown
land rover range rover evoque,14995,58500,2013,3,petrol,coupe,2.0,automatic,3,4,5,unknown
toyota avensis,1599,115000,2004,5,petrol,hatchback,1.8,manual,5,5,4,unknown
rover 75,2299,95861,2004,3,petrol,saloon,2.5,automatic,4,5,3,unknown
seat ibiza,1689,93000,2006,3,petrol,hatchback,1.4,manual,5,5,4,unknown
volkswagen polo,3495,127000,2015,3,petrol,hatchback,1.0,manual,3,5,6,unknown
ford focus,8975,86500,2017,3,diesel,hatchback,1.5,manual,5,5,6,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
vauxhall corsa,1795,96466,2007,8,petrol,hatchback,1.2,manual,3,5,4,unknown
renault clio,1599,77182,2010,3,petrol,hatchback,1.2,manual,5,5,5,unknown
citroen ds3,3450,71977,2012,2,petrol,hatchback,1.6,manual,3,5,5,unknown
alfa romeo mito,2395,93000,2009,3,petrol,hatchback,1.4,manual,3,4,4,unknown
hyundai i20,6400,64000,2013,3,petrol,hatchback,1.4,automatic,5,5,5,unknown
toyota yaris,1150,98900,2002,3,petrol,hatchback,1.3,manual,5,5,3,unknown
vauxhall zafira,2250,97000,2008,4,petrol,mpv,1.8,manual,5,7,4,full
honda jazz,2450,42500,2006,2,petrol,hatchback,1.4,manual,5,5,4,unknown
peugeot 5008,2999,109000,2010,4,petrol,mpv,1.6,manual,5,7,5,unknown
hyundai i30,1750,130000,2010,4,petrol,hatchback,1.4,manual,5,5,4,unknown
peugeot 308 sw,9600,56984,2016,4,diesel,estate,1.6,manual,5,5,6,unknown
mercedes-benz a class,15900,62402,2019,1,petrol,hatchback,1.3,automatic,5,5,6,unknown
citroen ds4,4895,91000,2012,3,petrol,hatchback,1.6,automatic,5,5,5,full
hyundai i30,3990,115600,2013,3,petrol,hatchback,1.4,manual,5,5,5,unknown
ford focus,3699,108000,2011,3,petrol,hatchback,1.6,manual,5,5,5,full
mercedes-benz c-class,12725,95969,2016,3,diesel,saloon,2.1,manual,4,5,6,full
bmw 3 series,2495,133000,2008,3,petrol,saloon,3.0,automatic,4,5,4,unknown
renault laguna,1500,109000,2005,2,petrol,estate,2.0,automatic,5,5,4,unknown
seat ibiza,2620,78497,2010,4,petrol,hatchback,1.2,manual,3,5,4,unknown
volkswagen golf,2495,147000,2011,4,petrol,hatchback,1.2,manual,3,5,5,unknown
bmw 3 series,3500,42460,2007,2,diesel,coupe,2.0,automatic,2,4,4,unknown
nissan qashqai,3895,67000,2010,2,petrol,suv,2.0,automatic,5,5,4,full
volkswagen polo,3495,127000,2015,3,petrol,hatchback,1.0,manual,3,5,6,unknown
kia sportage,10198,50028,2016,3,petrol,suv,1.6,manual,5,5,6,unknown
honda civic,9198,78691,2018,3,diesel,hatchback,1.6,manual,5,5,6,unknown
honda civic,2490,80000,2002,2,petrol,hatchback,1.6,automatic,3,5,3,unknown
mazda mazda2,2094,83000,2008,3,petrol,hatchback,1.3,manual,5,5,4,unknown
nissan qashqai+2,5940,85000,2010,2,petrol,suv,1.6,manual,5,7,5,full
jaguar xf,6500,99000,2012,3,diesel,saloon,3.0,automatic,4,5,5,unknown
ford fiesta,2999,149000,2014,3,petrol,hatchback,1.0,manual,5,5,5,unknown
vauxhall corsa,4999,65153,2014,4,petrol,hatchback,1.2,manual,3,5,5,unknown
mercedes-benz slk,1899,94000,2001,3,petrol,convertible,1.8,automatic,2,2,4,unknown
ford focus,3000,110000,2013,1,diesel,estate,1.6,manual,5,5,5,full
